ID,Input1,Type,Input2
R7_G8,R7_G6,NAND,Q7_BAR
Q7_BAR,R7_G7,NAND,R7_G8
Q7,Q7_BAR,NAND,Q7_BAR
R8_G2,D8,NAND,CLK
R8_G3,D8,NAND,R8_G2
R8_G4,R8_G2,NAND,R8_G5
R8_G5,R8_G3,NAND,R8_G4
R8_G6,R8_G4,NAND,CLK_BAR
R8_G7,R8_G4,NAND,R8_G6
R8_G8,R8_G6,NAND,Q8_BAR
Q8_BAR,R8_G7,NAND,R8_G8
Q8,Q8_BAR,NAND,Q8_BAR
R9_G2,D9,NAND,CLK
R9_G3,D9,NAND,R9_G2
R9_G4,R9_G2,NAND,R9_G5
R9_G5,R9_G3,NAND,R9_G4
R9_G6,R9_G4,NAND,CLK_BAR
R9_G7,R9_G4,NAND,R9_G6
R9_G8,R9_G6,NAND,Q9_BAR
Q9_BAR,R9_G7,NAND,R9_G8
Q9,Q9_BAR,NAND,Q9_BAR
R10_G2,D10,NAND,CLK
R10_G3,D10,NAND,R10_G2
R10_G4,R10_G2,NAND,R10_G5
R10_G5,R10_G3,NAND,R10_G4
R10_G6,R10_G4,NAND,CLK_BAR
R10_G7,R10_G4,NAND,R10_G6
R10_G8,R10_G6,NAND,Q10_BAR
Q10_BAR,R10_G7,NAND,R10_G8
Q10,Q10_BAR,NAND,Q10_BAR
R11_G2,D11,NAND,CLK
R11_G3,D11,NAND,R11_G2
R11_G4,R11_G2,NAND,R11_G5
R11_G5,R11_G3,NAND,R11_G4
R11_G6,R11_G4,NAND,CLK_BAR
R11_G7,R11_G4,NAND,R11_G6
R11_G8,R11_G6,NAND,Q11_BAR
Q11_BAR,R11_G7,NAND,R11_G8
Q11,Q11_BAR,NAND,Q11_BAR
R12_G2,D12,NAND,CLK
R12_G3,D12,NAND,R12_G2
R12_G4,R12_G2,NAND,R12_G5
R12_G5,R12_G3,NAND,R12_G4
R12_G6,R12_G4,NAND,CLK_BAR
R12_G7,R12_G4,NAND,R12_G6
R12_G8,R12_G6,NAND,Q12_BAR
Q12_BAR,R12_G7,NAND,R12_G8
Q12,Q12_BAR,NAND,Q12_BAR
R13_G2,D13,NAND,CLK
R13_G3,D13,NAND,R13_G2
R13_G4,R13_G2,NAND,R13_G5
R13_G5,R13_G3,NAND,R13_G4
R13_G6,R13_G4,NAND,CLK_BAR
R13_G7,R13_G4,NAND,R13_G6
R13_G8,R13_G6,NAND,Q13_BAR
Q13_BAR,R13_G7,NAND,R13_G8
Q13,Q13_BAR,NAND,Q13_BAR
R14_G2,D14,NAND,CLK
R14_G3,D14,NAND,R14_G2
R14_G4,R14_G2,NAND,R14_G5
R14_G5,R14_G3,NAND,R14_G4
R14_G6,R14_G4,NAND,CLK_BAR
R14_G7,R14_G4,NAND,R14_G6
R14_G8,R14_G6,NAND,Q14_BAR
Q14_BAR,R14_G7,NAND,R14_G8
Q14,Q14_BAR,NAND,Q14_BAR
R15_G2,D15,NAND,CLK
R15_G3,D15,NAND,R15_G2
R15_G4,R15_G2,NAND,R15_G5
R15_G5,R15_G3,NAND,R15_G4
R15_G6,R15_G4,NAND,CLK_BAR
R15_G7,R15_G4,NAND,R15_G6
R15_G8,R15_G6,NAND,Q15_BAR
Q15_BAR,R15_G7,NAND,R15_G8
Q15,Q15_BAR,NAND,Q15_BAR
R16_G2,D16,NAND,CLK
R16_G3,D16,NAND,R16_G2
R16_G4,R16_G2,NAND,R16_G5
R16_G5,R16_G3,NAND,R16_G4
R16_G6,R16_G4,NAND,CLK_BAR
R16_G7,R16_G4,NAND,R16_G6
R16_G8,R16_G6,NAND,Q16_BAR
Q16_BAR,R16_G7,NAND,R16_G8
Q16,Q16_BAR,NAND,Q16_BAR
R17_G2,D17,NAND,CLK
R17_G3,D17,NAND,R17_G2
R17_G4,R17_G2,NAND,R17_G5
R17_G5,R17_G3,NAND,R17_G4
R17_G6,R17_G4,NAND,CLK_BAR
R17_G7,R17_G4,NAND,R17_G6
R17_G8,R17_G6,NAND,Q17_BAR
Q17_BAR,R17_G7,NAND,R17_G8
Q17,Q17_BAR,NAND,Q17_BAR
R18_G2,D18,NAND,CLK
R18_G3,D18,NAND,R18_G2
R18_G4,R18_G2,NAND,R18_G5
R18_G5,R18_G3,NAND,R18_G4
R18_G6,R18_G4,NAND,CLK_BAR
R18_G7,R18_G4,NAND,R18_G6
R18_G8,R18_G6,NAND,Q18_BAR
Q18_BAR,R18_G7,NAND,R18_G8
Q18,Q18_BAR,NAND,Q18_BAR
R19_G2,D19,NAND,CLK
R19_G3,D19,NAND,R19_G2
R19_G4,R19_G2,NAND,R19_G5
R19_G5,R19_G3,NAND,R19_G4
R19_G6,R19_G4,NAND,CLK_BAR
R19_G7,R19_G4,NAND,R19_G6
R19_G8,R19_G6,NAND,Q19_BAR
Q19_BAR,R19_G7,NAND,R19_G8
Q19,Q19_BAR,NAND,Q19_BAR
R20_G2,D20,NAND,CLK
R20_G3,D20,NAND,R20_G2
R20_G4,R20_G2,NAND,R20_G5
R20_G5,R20_G3,NAND,R20_G4
R20_G6,R20_G4,NAND,CLK_BAR
R20_G7,R20_G4,NAND,R20_G6
R20_G8,R20_G6,NAND,Q20_BAR
Q20_BAR,R20_G7,NAND,R20_G8
Q20,Q20_BAR,NAND,Q20_BAR
R21_G2,D21,NAND,CLK
R21_G3,D21,NAND,R21_G2
R21_G4,R21_G2,NAND,R21_G5
R21_G5,R21_G3,NAND,R21_G4
R21_G6,R21_G4,NAND,CLK_BAR
R21_G7,R21_G4,NAND,R21_G6
R21_G8,R21_G6,NAND,Q21_BAR
Q21_BAR,R21_G7,NAND,R21_G8
Q21,Q21_BAR,NAND,Q21_BAR
R22_G2,D22,NAND,CLK
R22_G3,D22,NAND,R22_G2
R22_G4,R22_G2,NAND,R22_G5
R22_G5,R22_G3,NAND,R22_G4
R22_G6,R22_G4,NAND,CLK_BAR
R22_G7,R22_G4,NAND,R22_G6
R22_G8,R22_G6,NAND,Q22_BAR
Q22_BAR,R22_G7,NAND,R22_G8
Q22,Q22_BAR,NAND,Q22_BAR
R23_G2,D23,NAND,CLK
R23_G3,D23,NAND,R23_G2
R23_G4,R23_G2,NAND,R23_G5
R23_G5,R23_G3,NAND,R23_G4
R23_G6,R23_G4,NAND,CLK_BAR
R23_G7,R23_G4,NAND,R23_G6
R23_G8,R23_G6,NAND,Q23_BAR
Q23_BAR,R23_G7,NAND,R23_G8
Q23,Q23_BAR,NAND,Q23_BAR
